Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
20.2,70.9,37.2,Clayey,Tobacco,9,32,23,10-26-26
26.2,55.6,42.8,Sandy,Wheat,14,31,7,10-26-26
33.7,71.4,39.2,Black,Groundnuts,21,40,33,17-17-17
21.7,81.7,53.2,Red,Maize,46,26,42,17-17-17
19.3,51.4,32.9,Sandy,Wheat,45,31,3,14-35-14
34.4,68.6,34.2,Black,Tobacco,25,20,7,20-20
22.4,77.1,48.3,Alluvial,Sugarcane,46,47,22,17-17-17
29.3,47.1,59.2,Laterite,Cotton,11,43,5,10-26-26
31.7,54.1,61.4,Laterite,Pulses,46,41,40,17-17-17
36.6,68.3,64.8,Clayey,Pulses,32,0,20,20-20
33.3,75.0,55.8,Clayey,Rice,14,46,7,10-26-26
23.3,50.4,41.0,Sandy,Tobacco,40,37,20,20-20
26.6,54.7,50.8,Red,Barley,3,37,47,10-26-26
32.0,67.8,48.0,Loamy,Pulses,24,21,23,17-17-17
20.9,80.6,28.3,Clayey,Rice,1,1,27,20-20
30.2,55.0,58.1,Loamy,Groundnuts,8,25,30,20-20
35.6,83.3,59.3,Black,Cotton,32,36,4,14-35-14
26.8,57.6,51.9,Clayey,Barley,44,21,27,17-17-17
32.6,56.3,52.7,Black,Sugarcane,6,36,24,10-26-26
33.0,54.2,50.3,Red,Barley,31,16,30,20-20
33.6,83.0,48.2,Black,Millets,39,25,36,17-17-17
24.9,65.5,62.3,Clayey,Tobacco,37,1,37,28-28
28.6,47.9,50.4,Sandy,Tobacco,39,43,46,17-17-17
31.9,66.4,50.3,Sandy,Wheat,48,10,33,28-28
18.3,54.4,32.8,Red,Cotton,36,11,31,28-28
22.7,80.9,45.1,Laterite,Rice,33,29,38,17-17-17
25.7,55.3,50.4,Sandy,Maize,34,47,22,17-17-17
26.8,75.8,59.5,Loamy,Millets,18,47,48,10-26-26
18.8,62.3,25.5,Sandy,Sugarcane,35,32,25,17-17-17
33.5,80.8,34.4,Laterite,Cotton,42,45,35,17-17-17
18.5,53.2,47.3,Clayey,Sugarcane,35,4,43,28-28
37.4,55.5,39.0,Loamy,Pulses,21,0,42,20-20
24.3,84.3,43.6,Laterite,Barley,44,0,9,Urea
33.1,40.4,63.4,Alluvial,Maize,23,43,29,17-17-17
29.7,55.7,58.7,Black,Cotton,6,29,48,20-20
33.0,82.6,40.1,Loamy,Rice,10,15,33,20-20
19.1,66.5,55.3,Red,Groundnuts,25,25,32,17-17-17
18.5,74.4,61.6,Clayey,Sugarcane,1,17,12,20-20
27.1,46.0,45.9,Alluvial,Tobacco,1,11,3,20-20
24.9,40.8,35.1,Red,Cotton,30,5,21,20-20
26.3,61.7,43.4,Sandy,Rice,20,21,35,20-20
26.6,60.4,60.2,Clayey,Cotton,30,12,39,28-28
27.9,80.5,37.9,Clayey,Maize,12,49,25,10-26-26
26.0,83.5,49.5,Black,Rice,31,14,40,28-28
22.9,72.2,45.9,Alluvial,Groundnuts,8,2,45,DAP
28.7,78.1,41.3,Red,Rice,4,49,14,10-26-26
23.2,53.5,51.4,Sandy,Pulses,41,38,21,17-17-17
25.9,57.8,35.2,Loamy,Groundnuts,9,24,25,20-20
36.8,77.2,59.3,Laterite,Sugarcane,11,31,18,10-26-26
21.2,41.0,56.4,Alluvial,Groundnuts,14,9,42,DAP
30.9,52.2,29.9,Black,Rice,36,39,2,14-35-14
31.9,50.1,27.7,Laterite,Sugarcane,36,11,7,Urea
33.0,58.0,28.3,Loamy,Wheat,17,5,23,20-20
21.6,43.7,38.1,Red,Tobacco,46,25,5,14-35-14
18.8,59.4,40.3,Clayey,Wheat,47,49,26,17-17-17
37.7,53.6,26.2,Red,Cotton,38,23,8,14-35-14
37.1,69.3,51.9,Alluvial,Pulses,7,38,13,10-26-26
32.3,67.5,42.1,Loamy,Maize,44,19,3,20-20
25.0,49.7,29.7,Red,Cotton,32,17,35,20-20
28.9,61.6,62.0,Loamy,Wheat,21,12,0,20-20
24.4,52.4,41.3,Sandy,Millets,12,15,43,20-20
20.2,83.3,55.0,Clayey,Groundnuts,36,34,40,17-17-17
26.2,69.8,50.3,Black,Groundnuts,6,18,17,20-20
18.5,60.3,55.3,Laterite,Millets,29,31,19,20-20
28.5,54.6,46.0,Alluvial,Tobacco,38,41,26,17-17-17
36.9,55.1,50.6,Loamy,Sugarcane,8,21,10,20-20
35.4,44.7,25.1,Red,Maize,14,0,37,DAP
30.2,84.8,37.0,Red,Maize,31,37,47,17-17-17
21.3,50.0,31.2,Clayey,Rice,10,36,45,10-26-26
19.0,62.7,52.9,Loamy,Pulses,38,20,9,20-20
25.5,78.2,31.5,Alluvial,Groundnuts,8,30,5,20-20
25.6,76.2,51.1,Sandy,Rice,40,15,27,20-20
25.6,84.4,53.2,Laterite,Wheat,20,22,32,20-20
22.1,50.5,41.6,Loamy,Millets,41,16,24,20-20
21.8,61.2,60.5,Sandy,Millets,23,16,32,20-20
19.0,65.8,38.4,Laterite,Pulses,44,40,27,17-17-17
37.0,66.2,57.6,Red,Tobacco,2,39,11,10-26-26
27.8,73.0,47.7,Alluvial,Groundnuts,18,1,43,20-20
27.8,44.3,40.8,Clayey,Rice,35,0,32,28-28
25.0,77.0,50.9,Laterite,Maize,27,41,21,17-17-17
29.9,78.7,33.6,Alluvial,Pulses,15,15,36,20-20
36.8,65.6,45.1,Loamy,Rice,20,7,1,20-20
29.3,40.3,33.6,Loamy,Tobacco,34,2,42,28-28
35.4,68.9,34.2,Black,Tobacco,31,1,33,28-28
32.4,55.7,48.5,Black,Maize,16,13,17,20-20
28.3,76.6,44.9,Loamy,Rice,33,15,33,20-20
34.6,64.8,64.4,Clayey,Maize,6,3,17,20-20
22.9,53.4,48.1,Sandy,Rice,14,16,45,20-20
24.3,75.2,32.0,Black,Maize,7,21,26,20-20
19.2,79.3,36.6,Alluvial,Groundnuts,13,35,24,10-26-26
28.3,49.4,49.3,Alluvial,Cotton,41,11,29,28-28
28.0,48.8,54.2,Black,Tobacco,10,33,43,10-26-26
37.1,81.7,35.5,Clayey,Cotton,5,31,32,10-26-26
25.5,67.9,55.5,Laterite,Groundnuts,30,4,28,28-28
27.5,76.0,45.2,Clayey,Groundnuts,8,28,19,20-20
22.6,48.3,56.1,Loamy,Groundnuts,41,14,14,Urea
28.3,80.7,56.6,Black,Maize,46,10,24,20-20
20.2,75.8,32.3,Black,Maize,37,42,5,14-35-14
32.9,62.0,31.2,Red,Wheat,39,33,36,17-17-17
27.6,73.7,51.4,Alluvial,Wheat,4,21,16,20-20
22.3,63.7,34.6,Alluvial,Millets,0,18,49,20-20
35.9,69.2,54.0,Red,Maize,33,46,38,17-17-17
26.3,83.4,41.0,Black,Wheat,2,16,22,20-20
28.0,62.2,48.5,Black,Millets,30,8,28,28-28
35.2,63.1,52.3,Red,Groundnuts,47,9,23,20-20
20.9,46.5,31.7,Clayey,Tobacco,27,40,17,20-20
29.7,43.0,51.1,Black,Groundnuts,45,44,8,14-35-14
32.5,43.2,52.3,Red,Rice,5,36,28,10-26-26
18.2,54.9,27.5,Alluvial,Pulses,31,13,34,28-28
20.0,75.5,52.4,Clayey,Rice,33,43,7,14-35-14
18.6,44.8,47.0,Laterite,Sugarcane,14,31,35,10-26-26
22.3,66.8,28.7,Laterite,Groundnuts,46,1,8,Urea
18.5,80.6,27.8,Black,Wheat,14,45,13,10-26-26
34.1,69.8,38.1,Sandy,Millets,29,34,16,20-20
27.1,71.2,58.3,Alluvial,Rice,24,38,13,14-35-14
18.7,77.2,36.4,Red,Pulses,38,37,24,17-17-17
26.6,57.0,50.3,Clayey,Sugarcane,26,38,26,17-17-17
19.4,52.1,47.7,Red,Sugarcane,14,1,42,DAP
30.4,44.1,42.3,Red,Wheat,15,46,32,10-26-26
33.3,65.8,55.3,Loamy,Millets,47,1,4,Urea
35.4,83.6,38.7,Clayey,Millets,46,31,11,14-35-14
34.6,71.7,51.5,Loamy,Tobacco,46,48,33,17-17-17
34.9,47.7,39.7,Clayey,Millets,10,44,46,10-26-26
31.6,83.5,39.5,Black,Maize,28,6,20,20-20
18.8,63.2,27.0,Red,Cotton,45,38,17,20-20
34.5,69.8,31.5,Red,Sugarcane,33,16,47,20-20
36.5,47.5,35.7,Black,Tobacco,23,37,2,14-35-14
24.3,47.4,26.6,Red,Maize,33,8,23,20-20
26.9,68.1,30.6,Red,Tobacco,21,13,3,20-20
27.6,48.4,29.8,Loamy,Maize,47,31,14,14-35-14
25.0,83.1,28.3,Sandy,Pulses,20,39,49,20-20
21.3,49.1,60.6,Black,Rice,4,3,29,20-20
31.2,77.2,52.4,Red,Millets,23,21,27,17-17-17
23.9,76.1,52.9,Red,Wheat,23,26,44,17-17-17
27.9,55.6,37.8,Sandy,Pulses,15,19,9,20-20
35.0,53.3,25.3,Black,Tobacco,25,6,37,20-20
37.3,43.2,43.9,Loamy,Maize,49,20,38,20-20
34.9,69.3,63.3,Laterite,Rice,47,14,49,28-28
31.6,80.0,43.0,Red,Millets,38,35,11,14-35-14
34.4,53.5,57.6,Sandy,Tobacco,13,32,2,10-26-26
28.2,68.3,51.8,Laterite,Millets,37,3,3,Urea
32.7,52.8,36.9,Loamy,Barley,33,5,31,28-28
24.3,78.4,57.1,Alluvial,Groundnuts,4,9,46,DAP
34.7,53.6,58.3,Black,Barley,12,48,46,10-26-26
20.1,46.3,64.1,Clayey,Groundnuts,40,6,4,Urea
33.2,49.3,52.8,Red,Groundnuts,44,0,32,28-28
28.5,46.2,47.9,Clayey,Groundnuts,31,45,29,17-17-17
28.3,43.8,43.8,Laterite,Pulses,24,39,41,17-17-17
18.7,66.5,42.5,Clayey,Millets,43,9,47,28-28
29.6,83.3,34.5,Loamy,Pulses,44,19,33,20-20
34.5,77.7,54.1,Alluvial,Millets,11,11,4,20-20
24.1,59.7,27.6,Laterite,Wheat,41,12,9,Urea
31.4,40.8,46.0,Sandy,Cotton,36,2,12,Urea
37.2,53.5,59.5,Red,Sugarcane,22,49,39,17-17-17
28.0,68.4,30.5,Sandy,Pulses,44,27,30,17-17-17
33.1,72.7,61.5,Loamy,Cotton,15,13,33,20-20
18.1,62.2,39.4,Laterite,Tobacco,42,18,8,20-20
19.7,53.1,46.7,Sandy,Cotton,34,39,2,14-35-14
34.0,61.8,48.0,Laterite,Groundnuts,6,10,10,20-20
34.2,74.7,33.9,Laterite,Cotton,29,47,38,17-17-17
31.9,42.3,36.7,Alluvial,Sugarcane,20,26,36,20-20
20.2,59.8,62.3,Red,Groundnuts,27,26,15,20-20
22.7,56.7,30.9,Red,Sugarcane,21,30,18,20-20
25.6,72.2,39.7,Loamy,Cotton,44,14,26,28-28
29.0,68.5,48.6,Alluvial,Millets,29,24,29,17-17-17
21.4,65.6,39.3,Black,Barley,36,6,6,Urea
37.3,57.6,41.0,Alluvial,Tobacco,47,1,12,Urea
24.3,74.3,58.3,Red,Wheat,1,5,25,20-20
24.1,50.0,33.5,Loamy,Cotton,7,48,49,10-26-26
27.5,43.1,27.1,Red,Wheat,35,4,6,Urea
26.1,44.6,46.3,Loamy,Tobacco,1,30,24,20-20
22.2,47.3,46.9,Black,Maize,11,21,34,20-20
28.3,61.1,54.6,Alluvial,Millets,0,45,12,10-26-26
18.3,73.8,34.5,Laterite,Rice,49,30,25,17-17-17
30.3,56.0,26.2,Clayey,Cotton,16,46,37,10-26-26
29.2,43.5,63.0,Clayey,Maize,14,36,1,10-26-26
32.6,74.3,55.8,Sandy,Barley,12,22,21,20-20
29.1,63.7,35.1,Red,Cotton,29,29,45,17-17-17
32.8,51.5,52.9,Black,Millets,2,33,24,10-26-26
27.0,44.3,38.4,Loamy,Millets,1,42,31,10-26-26
22.4,68.4,40.3,Red,Sugarcane,0,3,14,20-20
31.0,69.6,57.1,Laterite,Cotton,2,38,38,10-26-26
24.4,59.1,44.7,Clayey,Rice,2,32,46,10-26-26
23.0,58.4,45.6,Black,Tobacco,14,44,6,10-26-26
33.0,59.6,29.4,Black,Pulses,29,19,19,20-20
30.5,50.4,53.7,Clayey,Groundnuts,29,1,7,20-20
22.9,79.7,47.4,Black,Tobacco,30,19,36,20-20
30.0,73.9,42.3,Black,Millets,16,25,14,20-20
19.2,47.6,56.8,Sandy,Tobacco,10,32,37,10-26-26
29.9,75.0,45.2,Sandy,Groundnuts,0,24,22,20-20
20.9,71.4,30.8,Laterite,Maize,42,33,4,14-35-14
34.1,64.7,35.8,Clayey,Barley,39,49,10,14-35-14
21.8,55.7,53.7,Black,Barley,43,5,30,28-28
22.9,40.8,53.8,Alluvial,Sugarcane,20,37,34,20-20
23.1,60.0,51.4,Loamy,Sugarcane,43,34,8,14-35-14
20.3,75.1,53.8,Clayey,Rice,36,34,47,17-17-17
25.9,52.6,34.1,Sandy,Rice,31,16,10,20-20
32.9,61.9,37.7,Clayey,Sugarcane,16,2,26,20-20
37.9,69.3,33.7,Sandy,Maize,25,3,0,20-20
23.4,76.7,39.4,Clayey,Millets,15,49,21,10-26-26
19.1,66.8,30.8,Clayey,Millets,16,19,34,20-20
33.6,50.6,55.1,Loamy,Maize,13,20,1,20-20
21.0,61.9,30.7,Laterite,Cotton,16,39,18,10-26-26
37.6,71.7,55.1,Laterite,Barley,33,23,31,17-17-17
19.3,46.5,60.3,Loamy,Tobacco,11,47,25,10-26-26
25.6,57.5,47.2,Sandy,Barley,43,18,37,20-20
37.7,55.8,50.8,Loamy,Sugarcane,17,31,9,10-26-26
37.5,56.7,25.9,Laterite,Maize,13,8,1,20-20
33.1,64.6,36.2,Black,Sugarcane,25,26,45,17-17-17
26.1,67.3,42.6,Clayey,Cotton,23,16,23,20-20
27.6,61.7,37.7,Black,Barley,15,35,15,10-26-26
26.4,43.3,25.3,Clayey,Millets,19,30,32,20-20
24.4,63.7,62.9,Black,Barley,31,45,45,17-17-17
28.0,56.2,30.6,Laterite,Tobacco,47,39,19,20-20
37.2,54.7,64.3,Red,Millets,5,45,9,10-26-26
18.4,56.2,60.6,Red,Pulses,28,2,46,28-28
32.0,46.7,59.7,Loamy,Rice,2,3,1,20-20
35.0,81.9,62.2,Alluvial,Groundnuts,15,22,7,20-20
25.6,76.4,48.5,Red,Cotton,22,2,42,20-20
35.0,76.5,32.3,Black,Rice,38,14,13,Urea
20.0,80.6,50.2,Alluvial,Barley,4,29,4,20-20
26.1,59.9,27.4,Black,Sugarcane,24,13,49,20-20
26.2,77.7,32.4,Black,Tobacco,9,16,14,20-20
35.7,62.9,50.7,Red,Maize,48,48,16,20-20
27.9,71.2,63.1,Alluvial,Cotton,14,4,40,DAP
19.8,62.1,49.8,Red,Groundnuts,4,32,48,10-26-26
26.2,44.9,40.7,Sandy,Sugarcane,12,10,41,DAP
21.1,71.1,63.4,Sandy,Tobacco,16,41,15,10-26-26
19.8,72.8,49.1,Clayey,Sugarcane,46,2,8,Urea
33.6,81.7,64.6,Alluvial,Millets,32,34,0,14-35-14
27.0,44.4,54.1,Laterite,Tobacco,0,14,29,20-20
25.4,44.8,54.3,Black,Barley,4,6,44,DAP
36.9,79.2,35.0,Red,Millets,43,25,12,14-35-14
33.6,71.9,32.3,Sandy,Pulses,15,21,36,20-20
35.0,47.6,53.2,Clayey,Cotton,17,11,49,20-20
27.1,84.4,48.2,Alluvial,Pulses,34,24,26,17-17-17
33.1,56.6,53.6,Red,Barley,2,21,44,20-20
22.4,67.4,57.7,Clayey,Groundnuts,12,5,41,DAP
37.8,61.8,43.7,Sandy,Tobacco,43,29,43,17-17-17
26.9,47.6,43.4,Laterite,Millets,28,8,31,28-28
27.1,60.6,25.7,Sandy,Sugarcane,9,45,11,10-26-26
23.6,63.5,38.8,Red,Maize,44,1,33,28-28
35.5,40.5,27.5,Red,Rice,26,6,20,20-20
34.7,48.7,53.4,Clayey,Pulses,13,37,37,10-26-26
18.9,49.0,61.3,Laterite,Cotton,22,0,24,20-20
35.2,64.2,60.1,Loamy,Maize,10,24,12,20-20
28.9,76.5,50.9,Alluvial,Cotton,15,27,47,20-20
35.4,49.7,44.4,Clayey,Sugarcane,2,10,32,DAP
20.4,66.6,63.8,Black,Sugarcane,38,39,48,17-17-17
18.4,79.5,57.4,Alluvial,Tobacco,25,38,31,17-17-17
31.1,60.9,31.1,Red,Groundnuts,35,5,9,Urea
26.3,83.8,54.4,Sandy,Millets,20,44,0,20-20
20.8,73.1,59.6,Black,Groundnuts,29,3,13,20-20
33.5,79.6,35.4,Red,Cotton,1,47,27,10-26-26
21.7,77.7,54.7,Laterite,Pulses,38,27,20,20-20
28.8,67.6,44.2,Alluvial,Groundnuts,46,2,32,28-28
26.0,55.4,45.4,Loamy,Tobacco,7,19,35,20-20
33.8,71.4,32.7,Clayey,Cotton,42,8,16,20-20
32.5,72.6,35.8,Loamy,Groundnuts,43,4,43,28-28
26.3,45.3,38.2,Clayey,Sugarcane,8,21,30,20-20
21.3,68.8,57.5,Red,Pulses,11,9,35,DAP
27.8,82.8,32.6,Red,Barley,45,44,26,17-17-17
34.6,52.9,32.4,Sandy,Sugarcane,20,23,16,20-20
29.6,55.3,46.2,Alluvial,Groundnuts,0,34,48,10-26-26
22.7,52.8,29.5,Red,Tobacco,46,19,42,20-20
27.7,78.4,32.9,Sandy,Rice,35,39,21,17-17-17
18.5,60.2,49.4,Red,Groundnuts,33,47,10,14-35-14
21.5,68.4,29.9,Loamy,Tobacco,1,16,41,20-20
22.2,71.8,36.4,Black,Barley,11,48,31,10-26-26
23.4,67.3,29.9,Clayey,Barley,48,45,32,17-17-17
22.6,76.8,34.4,Alluvial,Cotton,47,17,35,20-20
33.9,47.8,61.2,Red,Millets,38,11,33,28-28
21.7,40.4,43.9,Loamy,Sugarcane,31,37,10,14-35-14
26.6,75.5,53.6,Alluvial,Millets,17,17,28,20-20
24.8,84.6,35.1,Clayey,Maize,11,3,31,DAP
34.8,73.6,64.7,Alluvial,Pulses,21,9,6,20-20
21.2,62.4,28.6,Clayey,Cotton,49,22,46,17-17-17
38.0,48.2,52.8,Red,Tobacco,33,28,31,17-17-17
26.2,70.4,40.8,Red,Sugarcane,1,9,24,20-20
32.6,66.0,34.5,Laterite,Groundnuts,8,36,19,10-26-26
33.6,74.3,56.6,Sandy,Wheat,48,15,42,20-20
33.5,54.6,28.5,Laterite,Groundnuts,23,23,27,17-17-17
21.0,70.6,29.2,Black,Millets,33,46,41,17-17-17
19.1,57.1,61.1,Red,Tobacco,10,20,33,20-20
26.6,66.0,43.5,Alluvial,Groundnuts,21,12,6,20-20
18.7,52.4,52.7,Loamy,Cotton,49,10,27,28-28
20.3,43.2,59.1,Red,Cotton,24,34,48,17-17-17
33.6,47.5,27.0,Alluvial,Wheat,46,9,0,Urea
25.6,63.7,26.2,Black,Barley,0,24,47,20-20
32.2,73.2,29.2,Loamy,Barley,16,4,41,20-20
25.9,53.8,41.3,Laterite,Groundnuts,16,26,12,20-20
37.3,67.1,57.5,Black,Rice,3,3,15,20-20
33.1,54.5,62.5,Alluvial,Pulses,1,22,2,20-20
23.4,49.8,27.0,Sandy,Tobacco,35,22,3,14-35-14
26.0,59.3,30.9,Alluvial,Pulses,26,16,14,20-20
28.8,48.9,46.6,Red,Millets,32,39,34,17-17-17
21.0,72.6,32.5,Black,Maize,30,24,37,17-17-17
19.8,57.7,48.9,Laterite,Sugarcane,34,10,10,Urea
32.6,68.0,55.4,Black,Tobacco,39,46,12,14-35-14
30.9,58.1,43.9,Laterite,Maize,22,7,32,20-20
25.1,46.3,40.9,Sandy,Tobacco,23,45,10,14-35-14
32.9,49.4,60.0,Sandy,Wheat,6,19,16,20-20
19.2,61.4,35.8,Red,Groundnuts,18,36,28,10-26-26
36.6,77.6,48.1,Red,Millets,10,35,13,10-26-26
26.2,66.7,26.4,Alluvial,Barley,38,28,3,14-35-14
33.9,56.1,63.3,Alluvial,Tobacco,36,42,39,17-17-17
20.8,41.4,62.4,Laterite,Groundnuts,20,29,9,20-20
34.8,73.5,27.4,Loamy,Barley,2,7,28,20-20
20.8,51.0,32.7,Black,Millets,49,11,39,28-28
33.9,56.0,55.7,Clayey,Sugarcane,0,14,21,20-20
32.3,80.5,30.2,Laterite,Cotton,3,42,32,10-26-26
19.1,70.5,38.1,Black,Sugarcane,30,5,40,28-28
27.0,57.5,34.6,Loamy,Cotton,12,36,20,10-26-26
25.1,64.6,46.3,Laterite,Sugarcane,36,23,36,17-17-17
18.3,43.4,48.2,Red,Pulses,46,14,35,28-28
24.4,62.8,55.0,Laterite,Maize,22,48,25,17-17-17
35.8,81.1,43.4,Red,Maize,26,38,5,14-35-14
32.5,76.7,59.9,Red,Groundnuts,20,43,40,20-20
25.3,48.2,52.5,Loamy,Maize,17,4,19,20-20
27.9,59.4,41.4,Black,Maize,0,7,20,20-20
35.5,79.7,34.1,Alluvial,Millets,37,1,34,28-28
32.5,53.7,27.1,Clayey,Barley,28,23,40,17-17-17
31.2,73.0,60.9,Clayey,Maize,22,30,37,17-17-17
32.3,40.6,37.6,Alluvial,Sugarcane,43,21,37,17-17-17
32.8,41.8,52.0,Sandy,Sugarcane,3,38,32,10-26-26
29.4,49.1,36.7,Sandy,Cotton,39,46,48,17-17-17
19.6,79.7,61.6,Clayey,Cotton,35,15,8,20-20
19.5,75.8,61.8,Clayey,Millets,26,0,46,28-28
21.5,65.4,42.6,Alluvial,Sugarcane,36,30,30,17-17-17
32.6,83.8,43.8,Alluvial,Tobacco,28,12,24,20-20
37.4,45.8,29.5,Laterite,Wheat,2,36,37,10-26-26
24.4,65.7,53.9,Alluvial,Pulses,19,11,16,20-20
21.7,42.4,47.9,Loamy,Pulses,40,30,12,14-35-14
19.0,44.5,53.1,Clayey,Pulses,48,43,27,17-17-17
21.4,61.9,54.4,Sandy,Sugarcane,38,36,27,17-17-17
32.8,54.4,29.2,Laterite,Groundnuts,31,0,3,Urea
37.9,59.9,32.5,Laterite,Maize,12,32,1,10-26-26
32.9,55.1,27.6,Loamy,Maize,29,27,8,14-35-14
31.4,60.9,58.2,Loamy,Cotton,49,25,21,17-17-17
24.1,58.4,37.1,Red,Pulses,24,28,30,17-17-17
22.7,65.3,30.0,Clayey,Sugarcane,33,41,46,17-17-17
21.1,58.6,50.2,Black,Barley,2,42,42,10-26-26
31.8,51.0,54.6,Alluvial,Wheat,9,19,9,20-20
19.8,61.4,59.3,Clayey,Rice,2,12,35,DAP
29.5,50.0,26.6,Loamy,Wheat,4,23,20,20-20
36.1,43.7,51.7,Sandy,Barley,6,23,26,20-20
30.7,48.4,31.8,Alluvial,Wheat,5,44,9,10-26-26
28.1,72.7,44.2,Black,Pulses,33,49,6,14-35-14
27.4,49.6,62.4,Red,Rice,32,20,24,20-20
22.7,71.2,56.2,Sandy,Tobacco,44,48,28,17-17-17
35.8,50.4,28.4,Red,Barley,19,34,11,10-26-26
26.6,57.5,63.4,Clayey,Rice,38,1,1,Urea
30.3,61.1,57.4,Sandy,Groundnuts,42,26,8,14-35-14
18.6,53.5,56.9,Alluvial,Barley,21,32,34,17-17-17
19.2,55.2,43.4,Black,Barley,2,27,5,20-20
28.1,47.0,30.1,Sandy,Wheat,39,30,36,17-17-17
20.1,54.5,31.8,Alluvial,Cotton,13,24,10,20-20
34.8,69.1,53.4,Clayey,Tobacco,41,43,46,17-17-17
37.8,77.4,48.6,Red,Pulses,14,36,10,10-26-26
28.3,44.5,51.4,Laterite,Millets,25,31,29,17-17-17
23.5,62.5,37.5,Sandy,Cotton,0,27,20,20-20
23.2,53.9,52.5,Red,Groundnuts,33,39,45,17-17-17
29.4,84.4,48.6,Laterite,Groundnuts,23,31,19,20-20
34.8,55.6,49.7,Sandy,Wheat,1,26,3,20-20
26.9,74.4,25.5,Laterite,Pulses,4,37,11,10-26-26
29.4,43.8,48.9,Alluvial,Groundnuts,23,46,11,14-35-14
26.7,44.2,54.1,Sandy,Wheat,20,33,49,20-20
33.3,73.3,25.4,Laterite,Millets,28,17,0,20-20
21.7,70.3,61.6,Loamy,Groundnuts,10,34,14,10-26-26
24.3,80.3,26.3,Sandy,Millets,5,3,43,DAP
19.2,79.2,32.4,Loamy,Sugarcane,22,18,7,20-20
24.6,71.2,59.4,Red,Sugarcane,27,7,28,28-28
24.3,81.4,63.8,Sandy,Wheat,40,33,24,17-17-17
28.3,78.0,42.5,Alluvial,Pulses,15,33,3,10-26-26
37.5,56.4,50.1,Loamy,Millets,16,18,35,20-20
37.9,69.7,56.8,Red,Millets,13,28,1,20-20
24.1,74.8,43.1,Sandy,Maize,44,17,31,20-20
22.1,63.7,27.6,Loamy,Cotton,39,33,13,14-35-14
22.0,76.8,54.8,Loamy,Barley,3,16,8,20-20
37.6,47.1,51.9,Loamy,Rice,35,16,44,20-20
34.1,59.2,65.0,Red,Maize,44,27,7,14-35-14
19.4,54.9,43.4,Clayey,Pulses,19,24,32,20-20
34.3,65.9,25.2,Loamy,Wheat,14,41,32,10-26-26
27.1,54.9,53.5,Alluvial,Groundnuts,11,7,15,20-20
24.3,80.6,34.4,Clayey,Barley,43,33,48,17-17-17
27.3,59.7,59.2,Sandy,Rice,14,38,25,10-26-26
32.6,44.0,39.0,Alluvial,Wheat,0,18,32,20-20
29.8,70.7,62.4,Clayey,Cotton,12,15,15,20-20
33.3,62.8,57.6,Loamy,Wheat,38,3,12,Urea
28.1,46.7,38.2,Black,Barley,27,46,44,17-17-17
32.0,71.2,43.4,Laterite,Groundnuts,30,40,12,14-35-14
35.0,53.3,50.7,Sandy,Maize,35,39,49,17-17-17
33.0,48.5,31.3,Laterite,Wheat,43,15,14,20-20
32.8,81.6,27.3,Loamy,Millets,43,34,49,17-17-17
24.6,66.3,53.1,Sandy,Millets,16,47,46,10-26-26
18.2,57.8,48.5,Alluvial,Sugarcane,10,33,10,10-26-26
23.1,60.9,54.3,Black,Sugarcane,35,41,26,17-17-17
30.2,68.1,42.6,Black,Groundnuts,6,2,11,20-20
33.9,46.9,39.6,Alluvial,Rice,9,14,37,DAP
29.0,68.2,44.2,Red,Tobacco,13,13,30,20-20
34.1,62.0,40.3,Black,Tobacco,35,11,35,28-28
25.4,50.1,57.6,Sandy,Maize,30,28,12,14-35-14
21.5,59.5,49.8,Sandy,Wheat,3,12,44,DAP
21.8,82.5,41.1,Loamy,Wheat,49,10,24,20-20
30.2,84.9,64.0,Alluvial,Rice,18,33,45,10-26-26
28.1,83.5,62.9,Red,Rice,6,44,44,10-26-26
32.4,67.8,28.7,Alluvial,Sugarcane,28,19,34,20-20
23.5,73.4,61.9,Sandy,Cotton,34,44,46,17-17-17
33.3,55.3,25.1,Clayey,Groundnuts,6,1,26,20-20
26.9,70.5,59.1,Alluvial,Rice,32,34,25,17-17-17
34.3,83.5,43.4,Laterite,Millets,32,20,33,20-20
19.5,72.1,46.4,Sandy,Barley,20,9,13,20-20
33.2,60.0,56.2,Loamy,Sugarcane,12,18,45,20-20
21.9,47.3,55.0,Alluvial,Maize,29,35,38,17-17-17
36.6,62.5,60.6,Black,Maize,15,8,4,20-20
33.1,81.7,54.8,Black,Maize,27,18,20,20-20
25.3,47.6,55.3,Clayey,Wheat,23,0,43,20-20
30.3,44.7,59.3,Red,Maize,43,22,17,20-20
31.2,40.8,34.7,Alluvial,Wheat,32,21,49,17-17-17
37.0,48.3,53.3,Alluvial,Wheat,16,16,30,20-20
33.9,75.5,63.1,Loamy,Rice,42,12,13,Urea
33.6,76.2,57.9,Red,Barley,38,40,20,20-20
31.0,46.5,62.4,Clayey,Tobacco,34,15,33,20-20
35.7,44.1,46.7,Black,Cotton,29,19,41,20-20
31.8,80.1,60.0,Black,Barley,31,7,41,28-28
19.1,43.6,32.5,Black,Wheat,41,38,3,14-35-14
19.1,76.7,49.8,Clayey,Barley,20,6,4,20-20
27.8,43.8,35.5,Clayey,Cotton,21,8,28,20-20
